eth_type,ip_proto,src_port,dst_port
2048,17,53,51954
2048,17,53,43154
2048,6,80,40754
2048,6,80,40762
2048,6,443,33238
2048,6,443,35444
2048,6,443,35434
2048,6,443,34036
2048,6,36244,443
2048,6,36242,443
2048,6,443,35106
2048,6,40754,443
2048,6,56616,443
2048,6,41848,443
2048,6,443,44216
2048,6,443,38386
2048,6,40758,443
2048,6,56626,443
2048,6,41852,443
2048,6,443,44218
2048,6,443,38390
2048,6,52300,443
2048,6,35452,443
2048,6,50712,443
2048,6,57898,80
2048,6,48864,443
2048,17,53,56345
2048,17,44152,53
2048,6,38696,443
2048,6,38706,443
2048,6,57890,80
2048,6,57882,80
2048,6,34404,443
2048,6,60630,443
2048,17,53,41067
2048,6,38716,443
2048,6,38726,443
2048,6,443,39032
2048,17,53,37940
2048,6,443,35090
2048,6,443,53152
2048,17,44737,53
2048,6,59638,443
2048,17,53,51140
2048,17,59393,53
2048,17,54483,53
2048,6,57898,80
2048,6,443,52300
2048,17,53,44152
2048,6,443,48864
2048,6,80,57898
2048,6,80,57890
2048,6,80,57882
2048,6,443,35452
2048,6,443,34404
2048,6,443,36242
2048,6,443,36244
2048,6,59638,443
2048,6,443,40754
2048,6,443,40758
2048,6,443,56616
2048,6,443,56626
2048,6,59648,443
2048,6,37798,443
2048,6,58476,443
2048,6,443,38726
2048,6,443,38716
2048,17,53,59710
2048,17,53,51140
2048,17,53,57491
2048,17,53,38154
2048,6,56658,80
2048,6,56674,80
2048,6,443,50712
2048,6,443,41848
2048,6,443,41852
2048,6,56410,443
2048,6,443,38706
2048,6,443,38696
2048,17,52426,53
2048,6,42950,443
2048,6,42956,443
2048,6,42966,443
2048,6,443,59638
2048,17,53,44737
2048,17,53,54483
2048,17,53,59393
2048,17,53,54483
2048,17,53270,53
2048,17,40935,53
2048,17,53,57491
2048,17,60161,53
2048,6,443,59648
2048,6,80,56658
2048,6,80,56674
2048,17,53,52426
2048,6,443,56410
2048,6,45818,443
2048,6,36882,443
2048,6,42998,443
2048,6,42982,443
2048,6,42980,443
2048,6,45820,443
2048,6,36894,443
2048,6,53054,443
2048,17,59133,53
2048,6,53064,443
2048,17,44306,53
2048,6,59440,443
2048,6,59438,443
2048,6,59456,443
2048,6,35012,443
2048,6,35628,80
2048,6,35634,80
2048,6,443,33882
2048,6,48856,443
2048,6,59470,443
2048,6,59486,443
2048,6,59500,443
2048,17,55193,53
2048,6,59748,443
2048,6,443,58476
2048,17,53712,53
2048,6,54098,443
2048,6,59760,443
2048,6,57906,80
2048,6,57922,80
2048,6,54100,443
2048,6,443,42966
2048,6,443,42956
2048,6,443,42950
2048,6,48852,443
2048,17,53,53270
2048,17,59085,53
2048,17,51718,53
2048,17,53,59133
2048,17,53,44306
2048,17,53,55193
2048,17,53,53712
2048,6,80,35628
2048,6,80,35634
2048,6,80,57906
2048,6,80,57922
2048,6,443,35012
2048,6,443,37786
2048,6,48292,443
2048,6,37786,443
2048,6,35044,443
2048,6,60264,443
2048,6,60260,443
2048,6,60256,443
2048,6,60248,443
2048,6,60234,443
2048,6,443,45818
2048,6,443,42982
2048,6,443,42998
2048,6,51234,443
2048,6,443,53064
2048,6,443,42980
2048,6,443,36882
2048,6,60318,443
2048,6,60310,443
2048,6,60298,443
2048,6,60292,443
2048,6,60278,443
2048,6,51248,443
2048,6,443,45820
2048,6,443,36894
2048,6,33882,443
2048,6,443,54100
2048,6,41140,443
2048,6,443,59456
2048,6,443,59438
2048,6,443,59440
2048,6,443,48856
2048,17,53,40935
2048,17,53,60161
2048,6,443,59748
2048,6,443,59486
2048,6,443,59500
2048,6,443,59470
2048,6,443,59760
2048,6,443,54098
2048,6,443,48852
2048,17,53,59085
2048,6,443,60248
2048,6,443,60234
2048,17,42411,53
2048,17,44637,53
2048,17,37906,53
2048,17,35145,53
2048,6,443,37786
2048,17,54615,53
2048,17,44072,53
2048,6,37786,443
2048,6,443,48292
2048,17,41975,53
2048,6,443,41140
2048,6,33238,443
2048,6,33880,443
2048,6,37238,443
2048,6,37236,443
2048,6,37226,443
2048,6,37218,443
2048,17,46281,53
2048,6,47776,443
2048,6,33894,443
2048,17,52529,53
2048,17,55772,53
2048,6,54910,443
2048,6,34036,443
2048,6,60926,443
2048,6,35434,443
2048,6,35444,443
2048,6,443,35044
2048,6,37224,443
2048,17,53,51718
2048,6,443,60234
2048,6,443,60256
2048,6,443,60264
2048,6,443,60248
2048,6,52594,443
2048,6,443,60260
2048,6,443,51234
2048,6,443,60298
2048,6,443,60278
2048,6,443,60318
2048,6,443,60292
2048,6,443,60310
2048,6,41026,443
2048,6,36242,443
2048,6,52608,443
2048,6,443,51248
2048,6,54900,443
2048,17,53,42411
2048,17,57452,53
2048,17,53,44637
2048,17,53,37906
2048,17,53,35145
2048,6,54910,443
2048,17,53,46281
2048,17,53,55772
2048,17,53,52529
2048,6,443,60926
2048,6,36242,443
2048,6,443,33238
2048,6,443,35434
2048,6,443,35444
2048,6,443,34036
2048,6,54962,443
2048,6,443,41026
2048,6,43250,443
2048,6,43248,443
2048,6,43242,443
2048,6,443,33880
2048,6,443,33894
2048,6,41232,443
2048,6,36530,443
2048,6,443,37218
2048,6,443,37238
2048,6,443,37226
2048,6,443,37236
2048,6,43284,443
2048,6,43280,443
2048,6,43272,443
2048,6,43258,443
2048,6,43290,443
2048,6,43306,443
2048,6,43314,443
2048,6,43328,443
2048,6,43336,443
2048,6,443,52594
2048,6,52300,443
2048,6,35452,443
2048,6,36244,443
2048,6,47244,443
2048,6,443,52608
2048,6,50712,443
2048,6,443,47776
2048,6,443,54910
2048,17,53,42411
2048,17,53,44072
2048,17,53,41975
2048,6,443,37224
2048,6,40762,80
2048,6,40754,80
2048,6,35542,80
2048,6,35548,80
2048,17,34199,53
2048,6,47710,443
2048,6,47714,443
2048,6,47730,443
2048,6,47744,443
2048,6,443,54900
2048,17,53,57452
2048,17,53,54615
2048,6,443,43248
2048,6,443,43250
2048,6,443,43242
2048,17,37433,53
2048,17,58076,53
2048,6,443,54910
2048,17,38599,53
2048,17,52222,53
2048,17,44485,53
2048,17,53,57452
2048,6,443,52300
2048,17,53,34199
2048,6,80,35542
2048,6,80,35548
2048,6,443,41232
2048,6,443,36530
2048,6,80,40754
2048,6,80,40762
2048,6,46606,443
2048,6,443,35452
2048,6,40262,443
2048,6,54314,443
2048,17,40097,53
2048,6,35414,443
2048,17,33150,53
2048,6,58812,443
2048,6,443,43336
2048,6,49808,443
2048,6,49798,443
2048,6,49796,443
2048,6,49782,443
2048,6,50436,443
2048,6,443,47714
2048,6,443,47710
2048,6,49488,80
2048,6,49480,80
2048,6,49862,443
2048,6,49852,443
2048,6,49850,443
2048,6,49840,443
2048,6,49832,443
2048,6,50438,443
2048,6,49818,443
2048,6,47786,443
2048,6,47770,443
2048,6,47758,443
2048,6,47750,443
2048,6,44216,443
2048,6,50366,443
2048,6,52288,443
2048,6,57898,80
2048,6,443,54962
2048,6,38768,443
2048,6,38760,443
2048,6,35196,443
2048,6,35184,443
2048,6,35176,443
2048,6,47204,443
2048,6,47198,443
2048,6,47190,443
2048,6,47176,443
2048,6,41246,443
2048,6,35220,443
2048,6,35218,443
2048,6,35212,443
2048,6,41256,443
2048,6,47254,443
2048,6,47246,443
2048,6,47232,443
2048,6,47216,443
2048,6,35982,443
2048,6,41270,443
2048,6,56658,80
2048,6,443,36244
2048,6,58476,443
2048,6,56674,80
2048,17,38044,53
2048,6,58510,443
2048,6,58516,443
2048,6,58530,443
2048,6,58538,443
2048,6,35988,443
2048,6,45878,443
2048,6,443,57928
2048,6,443,51318
2048,6,443,49846
2048,6,443,50712
2048,6,47336,443
2048,6,443,43248
2048,6,55196,443
2048,6,55208,443
2048,6,443,43250
2048,6,443,43242
2048,6,443,43290
2048,6,443,43272
2048,6,443,43280
2048,6,443,43284
2048,6,443,43258
2048,6,443,47744
2048,6,44030,443
2048,6,443,43306
2048,6,58546,443
2048,6,58556,443
2048,6,58558,443
2048,6,58568,443
2048,6,443,47730
2048,6,443,47244
2048,6,55224,443
2048,6,55230,443
2048,6,44034,443
2048,6,41264,443
2048,6,443,52828
2048,6,443,43314
2048,6,443,43328
2048,17,38453,53
2048,6,60032,80
2048,6,60036,80
2048,17,53,58076
2048,17,53,52222
2048,6,443,43336
2048,17,47602,53
2048,17,53,44485
2048,6,35982,443
2048,6,41270,443
2048,17,53,38044
2048,6,80,57898
2048,6,52828,443
2048,6,443,35414
2048,6,443,58812
2048,6,443,50366
2048,6,443,44216
2048,6,443,52288
2048,6,443,45878
2048,6,47376,443
2048,6,443,41246
2048,6,80,49480
2048,6,80,49488
2048,6,443,49782
2048,6,443,49798
2048,6,443,49808
2048,6,443,49796
2048,6,443,50436
2048,6,443,49840
2048,6,443,49850
2048,6,443,49862
2048,6,443,49818
2048,6,443,49852
2048,6,443,49832
2048,6,56684,443
2048,6,56670,443
2048,6,443,50438
2048,6,50978,443
2048,6,443,54314
2048,6,56702,443
2048,6,56686,443
2048,6,443,58476
2048,6,80,56658
2048,6,80,56674
2048,6,35012,443
2048,6,35628,80
2048,6,35634,80
2048,6,443,35176
2048,6,443,38768
2048,6,443,38760
2048,6,443,35184
2048,6,443,35196
2048,6,443,47176
2048,6,443,47204
2048,6,57928,443
2048,6,443,47190
2048,6,443,47198
2048,6,49846,443
2048,6,80,60032
2048,6,443,35220
2048,6,443,35218
2048,6,443,35212
2048,17,53,37433
2048,17,53,38599
2048,17,53,52222
2048,6,34404,443
2048,6,443,47254
2048,6,443,41256
2048,6,443,47216
2048,6,443,47232
2048,6,443,35982
2048,6,443,41270
2048,6,443,47246
2048,6,443,47770
2048,6,443,47750
2048,6,57922,80
2048,6,57906,80
2048,6,443,44030
2048,6,443,44034
2048,6,443,58516
2048,6,443,58510
2048,6,443,47786
2048,6,443,58538
2048,6,443,47758
2048,6,443,58530
2048,6,443,35988
2048,6,51318,443
2048,6,443,55196
2048,6,443,55208
2048,6,443,47336
2048,6,443,46606
2048,17,53,40097
2048,6,443,58558
2048,6,443,58556
2048,6,443,58546
2048,6,443,58568
2048,17,53,33150
2048,6,443,55230
2048,6,443,55224
2048,6,443,41264
2048,6,60036,80
2048,17,53,38453
2048,17,60071,53
2048,6,50966,443
2048,6,443,40262
2048,17,53,47602
2048,17,50974,53
2048,17,46357,53
2048,17,33789,53
2048,17,57784,53
2048,6,80,60032
2048,17,46252,53
2048,17,55835,53
2048,6,80,35628
2048,6,80,35634
2048,6,443,47376
2048,6,80,57906
2048,6,80,57922
2048,6,443,35012
2048,6,443,34404
2048,6,48300,443
2048,6,48504,443
2048,6,37100,80
2048,6,37110,80
2048,6,53014,80
2048,6,53004,80
2048,6,36996,443
2048,6,443,50966
2048,6,40862,80
2048,6,443,50978
2048,6,80,60036
2048,6,36998,443
2048,6,443,41080
2048,6,58620,443
2048,6,58616,443
2048,6,58600,443
2048,6,58584,443
2048,6,58638,443
2048,6,58632,443
2048,6,41140,443
2048,17,53,47602
2048,6,58674,443
2048,6,58666,443
2048,6,58656,443
2048,6,58650,443
2048,6,58690,443
2048,6,58706,443
2048,6,443,56684
2048,6,443,56670
2048,6,443,47322
2048,6,443,47320
2048,6,443,56686
2048,6,51782,443
2048,6,41080,443
2048,6,35258,443
2048,6,46444,443
2048,6,38636,443
2048,6,443,56702
2048,6,35144,443
2048,17,53,60071
2048,17,53,50974
2048,17,53,46357
2048,17,53,33789
2048,17,53,33789
2048,17,53,57784
2048,17,46858,53
2048,17,56025,53
2048,6,80,37100
2048,6,80,37110
2048,6,41080,443
2048,6,443,35258
2048,6,443,41140
2048,6,443,46444
2048,6,46444,443
2048,6,443,58600
2048,6,443,58616
2048,6,443,58584
2048,6,35152,443
2048,6,443,58632
2048,6,443,51782
2048,6,80,53004
2048,6,80,53014
2048,6,58340,443
2048,6,443,36996
2048,6,80,40862
2048,6,443,36998
2048,6,47322,443
2048,6,443,58650
2048,6,443,58656
2048,6,443,58674
2048,6,443,58666
2048,6,34036,443
2048,6,60926,443
2048,6,35434,443
2048,6,35444,443
2048,6,443,58706
2048,6,58354,443
2048,6,58716,443
2048,6,57900,80
2048,6,443,48300
2048,17,60261,53
2048,6,57882,80
2048,6,57890,80
2048,6,58732,443
2048,17,44107,53
2048,6,443,58620
2048,17,43869,53
2048,6,40106,443
2048,6,49426,443
2048,17,53,46357
2048,17,53,46252
2048,6,443,58638
2048,17,53,55835
2048,6,443,38636
2048,6,40116,443
2048,6,47320,443
2048,6,443,58690
2048,6,39186,443
2048,6,57666,443
2048,6,57664,443
2048,6,53926,443
2048,6,49410,443
2048,6,48744,443
2048,6,443,35144
2048,6,443,48504
2048,6,57686,443
2048,6,57678,443
2048,17,32913,53
2048,6,58780,443
2048,17,53,46858
2048,17,53,55835
2048,17,40146,53
2048,6,49426,443
2048,6,40106,443
2048,17,53,60261
2048,6,443,60926
2048,17,53,44107
2048,17,53,43869
2048,6,80,57900
2048,6,80,57882
2048,6,80,57890
2048,6,443,35434
2048,6,443,34036
2048,6,443,39186
2048,6,35542,80
2048,6,40762,80
2048,6,35548,80
2048,6,40754,80
2048,6,58780,443
2048,6,49710,443
2048,6,52300,443
2048,6,35452,443
2048,6,443,40156
2048,6,443,35152
2048,6,443,58716
2048,6,49714,443
2048,6,58782,443
2048,6,57166,443
2048,6,443,57664
2048,6,443,57666
2048,6,443,58732
2048,6,443,49410
2048,6,443,46444
2048,17,53,46858
2048,6,443,57678
2048,6,443,57686
2048,17,53,56025
2048,6,443,40106
2048,6,443,49426
2048,6,443,53926
2048,6,38386,443
2048,6,443,58340
2048,6,48024,8080
2048,6,443,35444
2048,6,443,58354
2048,6,45864,443
2048,6,443,40116
2048,6,54498,443
2048,6,40156,443
2048,6,49216,443
2048,6,443,48856
2048,6,52990,443
2048,6,45876,443
2048,6,443,48744
2048,17,53,32913
2048,17,60973,53
2048,6,34648,443
2048,17,54546,53
2048,6,36432,443
2048,6,36446,443
2048,6,36456,443
2048,17,52342,53
2048,6,36472,443
2048,6,443,40106
2048,17,33544,53
2048,17,42220,53
2048,17,53205,53
2048,6,443,52300
2048,6,40156,443
2048,6,443,58780
2048,6,443,54498
2048,17,53,60973
2048,6,443,49216
2048,6,80,35542
2048,6,8080,48024
2048,6,80,35548
2048,6,80,40754
2048,6,80,40762
2048,6,443,49710
2048,17,33135,53
2048,6,443,38386
2048,6,443,58782
2048,6,443,49714
2048,6,41852,443
2048,17,46155,53
2048,6,52288,443
2048,17,57195,53
2048,6,36480,443
2048,6,36472,443
2048,6,36456,443
2048,6,36446,443
2048,6,36432,443
2048,6,51818,443
2048,6,45878,443
2048,6,50216,443
2048,6,443,52990
2048,6,34652,443
2048,6,36510,443
2048,6,36508,443
2048,6,36504,443
2048,6,36498,443
2048,6,36484,443
2048,6,51824,443
2048,6,50232,443
2048,6,45888,443
2048,6,57684,443
2048,6,57678,443
2048,6,57668,443
2048,6,59588,443
2048,6,443,45876
2048,6,443,57166
2048,6,45896,443
2048,6,57720,443
2048,6,57710,443
2048,6,57694,443
2048,17,53,40146
2048,6,59600,443
2048,6,443,35452
2048,6,35012,443
2048,6,48856,443
2048,6,443,41852
2048,6,443,45864
2048,6,57898,80
2048,6,35724,443
2048,17,53,54546
2048,6,443,34648
2048,17,53,42220
2048,17,53,53205
2048,17,33668,53
2048,17,53,33544
2048,6,443,45876
2048,17,52785,53
2048,17,52067,53
2048,6,35012,443
2048,17,53,46155
2048,17,53,57195
2048,6,443,35724
2048,6,80,57898
2048,17,53,52342
2048,6,443,52288
2048,6,443,45878
2048,6,443,36432
2048,6,443,36456
2048,6,443,36472
2048,6,443,36480
2048,6,443,36446
2048,6,443,36498
2048,6,443,36504
2048,6,443,36508
2048,6,443,36510
2048,6,443,36484
2048,6,35634,80
2048,6,52456,80
2048,6,58836,443
2048,6,58830,443
2048,6,58816,443
2048,6,58810,443
2048,6,46236,443
2048,6,443,51818
2048,6,443,51824
2048,6,443,50216
2048,6,443,57710
2048,6,443,57720
2048,6,443,57694
2048,17,46828,53
2048,6,46240,443
2048,6,443,59600
2048,6,57736,443
2048,6,57752,443
2048,6,57768,443
2048,6,57782,443
2048,6,43726,443
2048,6,45880,443
2048,6,54962,443
2048,6,443,50232
2048,6,443,45888
2048,6,443,57678
2048,6,443,57684
2048,6,443,57668
2048,6,443,59588
2048,6,443,45896
2048,6,38324,443
2048,6,38312,443
2048,17,53,33135
2048,6,443,34652
2048,6,45906,443
2048,6,38346,443
2048,6,38338,443
2048,6,45918,443
2048,17,53,53205
2048,17,53,33668
2048,17,53,52785
2048,17,53,52067
2048,17,57064,53
2048,17,52300,53
2048,17,33080,53
2048,17,55114,53
2048,6,44220,443
2048,17,58852,53
2048,17,50757,53
2048,17,46536,53
2048,6,80,35634
2048,17,53,46828
2048,6,41284,443
2048,6,443,58816
2048,6,443,58810
2048,6,443,58836
2048,6,443,58830
2048,6,59608,80
2048,6,59596,80
2048,6,46502,443
2048,6,46490,443
2048,6,46474,443
2048,6,443,46236
2048,6,80,52456
2048,6,443,57768
2048,6,443,57782
2048,6,443,57736
2048,6,443,57752
2048,6,443,46240
2048,6,34608,443
2048,6,34598,443
2048,6,41288,443
2048,6,46532,443
2048,6,46520,443
2048,6,46518,443
2048,6,37100,80
2048,6,37110,80
2048,6,41140,443
2048,6,443,38324
2048,6,34620,443
2048,6,34624,443
2048,6,34636,443
2048,6,443,38338
2048,6,34638,443
2048,6,443,45918
2048,6,443,54962
2048,17,53,52785
2048,17,53,52067
2048,6,443,59390
2048,6,443,45880
2048,6,59390,443
2048,6,443,38312
2048,6,443,38346
2048,6,443,43726
2048,6,443,45906
2048,17,53,52300
2048,17,53,57064
2048,17,50311,53
2048,17,50311,53
2048,17,53,52300
2048,17,53,33080
2048,17,56872,53
2048,6,59390,443
2048,17,54293,53
2048,6,443,41140
2048,6,80,37110
2048,17,39329,53
2048,6,58546,443
2048,6,58558,443
2048,6,58556,443
2048,6,48852,443
2048,6,54204,443
2048,6,59946,443
2048,6,80,59608
2048,6,80,59596
2048,6,443,46474
2048,6,443,41284
2048,6,443,46502
2048,6,443,46532
2048,6,443,46490
2048,6,443,46518
2048,6,443,41288
2048,6,443,46520
2048,6,50094,443
2048,6,59960,443
2048,6,52930,443
2048,6,57900,80
2048,6,443,44220
2048,6,60926,443
2048,6,35434,443
2048,6,35444,443
2048,6,52944,443
2048,6,35628,80
2048,6,50068,443
2048,6,39782,443
2048,6,53184,443
2048,6,49152,443
2048,17,53,55114
2048,17,53,50757
2048,17,53,58852
2048,17,53,46536
2048,6,52100,8080
2048,6,22,41410
2048,6,443,34638
2048,6,443,34624
2048,6,443,34598
2048,6,443,34620
2048,6,443,34636
2048,6,443,34608
2048,6,52606,443
2048,6,52622,443
2048,6,443,48852
2048,6,80,37100
2048,17,39099,1234
2048,17,53,57064
2048,17,55585,53
2048,17,53,50311
2048,17,33547,53
2048,17,33569,1236
2048,17,53,50757
2048,17,53,56872
2048,6,48852,443
2048,6,443,60926
2048,17,33569,1236
2048,17,39099,1234
2048,17,53123,53
2048,6,443,49152
2048,6,80,57900
2048,6,80,35628
2048,6,443,35434
2048,6,45818,443
2048,17,60602,53
2048,6,41270,443
2048,6,443,53184
2048,6,443,50068
2048,6,443,59960
2048,6,41410,22
2048,6,34886,443
2048,6,38572,443
2048,6,38556,443
2048,6,443,59946
2048,6,443,54204
2048,6,37244,443
2048,6,37240,443
2048,6,37238,443
2048,6,37230,443
2048,6,37218,443
2048,6,38584,443
2048,6,38582,443
2048,6,37142,443
2048,6,8080,52100
2048,6,52300,443
2048,6,35452,443
2048,6,443,50094
2048,6,37306,443
2048,6,37290,443
2048,6,37282,443
2048,6,37268,443
2048,6,37252,443
2048,6,41264,443
2048,6,443,52930
2048,6,443,39782
2048,6,443,52944
2048,1,0,0
2048,6,34892,443
2048,6,42064,443
2048,17,39789,53
2048,6,55804,443
2048,6,55810,443
2048,17,53,54293
2048,6,55826,443
2048,6,55842,443
2048,17,33570,1237
2048,17,39100,1235
2048,17,53,39329
2048,6,443,52606
2048,6,443,35444
2048,6,443,52622
2048,17,53,55585
2048,17,41627,53
2048,6,47714,443
2048,6,54010,443
2048,17,35288,53
2048,17,56788,53
2048,6,41410,22
2048,6,8080,52100
2048,17,53,33547
2048,6,55810,443
2048,6,55804,443
2048,6,443,45818
2048,6,443,52300
2048,6,443,37142
2048,6,443,34892
2048,17,53,39789
2048,17,59884,53
2048,6,443,42064
2048,6,56658,80
2048,6,443,34886
2048,6,53064,443
2048,6,54010,443
2048,6,54908,443
2048,6,55400,443
2048,6,59078,443
2048,6,55714,443
2048,6,443,38556
2048,6,443,38584
2048,6,443,38572
2048,6,443,38582
2048,6,36882,443
2048,6,54022,443
2048,6,45878,443
2048,17,38704,53
2048,6,35862,443
2048,6,35870,443
2048,6,55730,443
2048,17,53,53123
2048,6,443,55804
2048,6,443,55810
2048,17,53,60602
2048,6,45960,443
2048,6,45958,443
2048,6,39032,443
2048,6,443,37238
2048,6,443,37230
2048,6,443,37244
2048,6,443,55842
2048,6,443,55826
2048,6,443,37268
2048,6,443,37240
2048,6,443,37282
2048,6,443,37252
2048,6,60058,443
2048,6,443,37218
2048,6,443,37306
2048,6,443,37290
2048,6,41256,443
2048,6,45978,443
2048,6,45966,443
2048,6,443,35452
2048,6,60066,443
2048,17,40550,1234
2048,17,53,41627
2048,17,35709,1236
2048,6,443,47714
2048,17,53,35288
2048,17,53,56788
2048,17,53,53123
2048,17,40550,1234
2048,17,35709,1236
2048,6,58584,443
2048,6,58616,443
2048,6,58600,443
2048,6,58632,443
2048,6,58674,443
2048,17,55329,53
2048,6,80,56658
2048,6,443,54908
2048,6,57898,80
2048,6,38386,443
2048,6,443,36882
2048,6,443,45878
2048,6,53152,443
2048,17,53,35288
2048,17,53,41627
2048,6,43248,443
2048,6,50790,443
2048,6,60756,443
2048,6,50794,443
2048,17,45370,53
2048,6,33162,443
2048,6,443,45958
2048,6,443,45960
2048,6,53148,443
2048,17,35710,1237
2048,17,40551,1235
2048,6,443,53064
2048,17,53354,53
2048,6,443,45978
2048,6,60076,443
2048,6,41136,443
2048,6,60084,443
2048,6,60078,443
2048,6,443,39032
2048,6,41140,443
2048,17,54987,53
2048,17,50784,53
2048,6,38336,443
2048,6,60230,443
2048,6,35562,443
2048,6,60100,443
2048,17,53,59884
2048,6,443,55400
2048,6,443,54010
2048,6,443,35870
2048,6,443,54022
2048,6,443,55714
2048,6,443,55730
2048,6,443,59078
2048,6,50570,443
2048,6,443,35862
2048,6,443,45966
2048,6,443,60058
2048,6,50580,443
2048,6,443,60066
2048,6,42146,443
2048,6,33152,443
2048,6,443,60230
2048,6,443,38336
2048,17,53,38704
2048,17,42407,53
2048,6,35342,443
2048,6,35350,443
2048,17,55014,53
2048,17,53285,53
2048,6,33162,443
2048,17,53,53354
2048,6,443,53148
2048,6,80,57898
2048,17,53,54987
2048,17,53,50784
2048,6,443,60756
2048,6,443,38386
2048,6,46606,443
2048,6,47216,443
2048,6,53882,443
2048,6,443,58674
2048,6,35350,443
2048,6,35342,443
2048,6,42586,443
2048,6,443,41136
2048,6,42196,443
2048,6,443,60076
2048,6,35372,443
2048,6,35356,443
2048,6,42594,443
2048,6,58690,443
2048,6,443,50570
2048,6,443,58568
2048,6,443,60084
2048,6,443,60078
2048,6,443,50580
2048,6,443,41140
2048,6,37230,443
2048,6,44216,443
2048,6,443,50794
2048,6,443,43248
2048,6,443,58616
2048,6,443,58632
2048,6,443,58600
2048,6,443,58584
2048,6,42192,443
2048,6,443,60100
2048,6,52288,443
2048,6,47336,443
2048,6,37244,443
2048,6,443,53152
2048,6,443,42146
2048,6,443,33162
2048,6,443,33152
2048,6,443,35562
2048,6,60108,443
2048,6,33802,443
2048,6,443,50790
2048,6,58638,443
2048,6,60118,443
2048,6,33808,443
2048,17,53,45370
2048,17,53,55014
2048,17,53,55329
2048,17,53,53285
2048,17,53,53285
2048,17,60556,53
2048,17,45188,53
2048,6,58620,443
2048,17,49267,53
2048,17,43628,53
2048,17,39016,53
2048,6,443,42586
2048,6,443,42594
2048,6,443,42196
2048,6,443,44216
2048,6,443,52288
2048,6,443,46606
2048,6,54900,443
2048,6,52594,443
2048,17,54067,53
2048,6,443,47336
2048,6,443,53882
2048,6,57666,443
2048,17,45517,53
2048,17,55454,53
2048,6,60926,443
2048,6,35628,80
2048,6,35434,443
2048,6,35444,443
2048,6,37236,443
2048,6,443,35342
2048,6,443,35372
2048,6,443,35356
2048,6,443,35350
2048,6,443,37244
2048,6,443,42192
2048,6,443,33808
2048,6,443,60118
2048,17,58596,53
2048,6,443,37230
2048,6,48292,443
2048,6,443,60108
2048,6,443,33802
2048,17,46521,53
2048,6,33564,443
2048,6,33572,443
2048,6,33584,443
2048,6,33598,443
2048,6,443,47216
2048,17,53,60556
2048,17,53,42407
2048,17,53,45188
2048,17,53,45188
2048,17,53,49267
2048,17,53,49267
2048,17,53,43628
2048,17,53,39016
2048,6,443,54900
2048,6,443,60926
2048,17,53,58596
2048,17,53,46521
2048,17,57932,53
2048,6,443,48292
2048,6,58510,443
2048,6,80,35628
2048,6,443,57666
2048,6,443,35434
2048,6,35044,443
2048,6,443,52594
2048,6,58516,443
2048,6,53014,80
2048,6,53004,80
2048,6,52300,443
2048,6,443,33584
2048,6,443,33598
2048,6,443,33564
2048,6,443,33572
2048,6,44464,443
2048,6,443,37236
2048,6,33646,443
2048,6,33636,443
2048,6,33622,443
2048,6,33612,443
2048,6,44472,443
2048,6,35452,443
2048,6,51344,443
2048,6,51356,443
2048,6,443,35444
2048,6,58560,443
2048,6,58574,443
2048,17,53,54067
2048,6,58588,443
2048,6,58596,443
2048,17,44611,53
2048,17,53,45517
2048,17,53,55454
2048,17,58476,53
2048,17,50473,53
2048,17,59347,53
2048,17,33777,53
2048,17,46087,53
2048,17,54731,53
2048,6,443,52300
2048,6,80,53014
2048,6,80,53004
2048,6,443,58516
2048,6,59600,443
2048,6,443,33646
2048,6,443,33636
2048,6,443,33622
2048,6,443,33612
2048,6,49488,80
2048,6,443,51356
2048,6,41188,80
2048,6,41186,80
2048,6,41178,80
2048,6,443,58716
2048,17,53350,53
2048,6,59588,443
2048,6,56658,80
2048,6,59946,443
2048,6,55060,80
2048,6,55082,80
2048,6,55062,80
2048,6,443,58596
2048,6,443,58588
2048,6,443,35044
2048,6,35090,443
2048,17,53,57932
2048,6,443,44464
2048,6,41232,443
2048,6,36530,443
2048,6,443,44472
2048,6,38386,443
2048,6,49480,80
2048,6,45818,443
2048,6,58556,443
2048,6,58558,443
2048,6,58546,443
2048,6,58538,443
2048,6,58530,443
2048,6,60032,80
2048,6,443,58560
2048,6,443,58574
2048,6,443,58510
2048,6,443,51344
2048,6,443,35452
2048,17,53,44611
2048,17,53,59347
2048,17,53,50473
2048,17,53,33777
2048,17,53,58476
2048,17,53,33777
2048,17,53,46087
2048,17,60134,53
2048,6,80,49488
2048,6,80,55060
2048,6,80,56658
2048,17,53,53350
2048,6,80,55062
2048,6,80,55082
2048,6,80,49480
2048,6,443,45818
2048,17,52838,53
2048,17,53,44611
2048,6,80,60032
2048,6,443,41232
2048,6,443,36530
2048,6,443,58538
2048,6,443,58530
2048,6,443,59946
2048,6,41848,443
2048,6,56616,443
2048,6,48864,443
2048,6,40754,443
2048,6,58996,80
2048,6,58994,80
2048,6,58716,443
2048,6,80,41188
2048,6,80,41186
2048,6,80,41178
2048,6,58632,443
2048,6,58600,443
2048,6,58674,443
2048,6,58568,443
2048,6,80,57898
2048,17,41973,53
2048,6,41852,443
2048,6,50216,443
2048,17,54711,53
2048,17,56461,53
2048,17,53,59347
2048,17,53,54731
2048,6,443,50216
2048,6,443,50580
2048,6,58600,443
2048,6,443,35090
2048,6,58606,443
2048,17,56000,53
