eth_type,ip_proto,src_port,dst_port,Category
2048,6,48060,443,HTTP
2048,6,48074,443,HTTP
2048,6,48122,443,HTTP
2048,6,48108,443,HTTP
2048,6,48100,443,HTTP
2048,6,48084,443,HTTP
2048,6,48132,443,HTTP
2048,6,48138,443,HTTP
2048,6,443,53856,HTTP
2048,6,443,49162,HTTP
2048,17,53,41767,DNS
2048,17,53,60850,DNS
2048,17,53,42290,DNS
2048,17,53,59364,DNS
2048,17,53,41767,DNS
2048,17,53,34155,DNS
2048,17,53,60850,DNS
2048,17,53,42290,DNS
2048,17,53,34155,DNS
2048,17,53,59364,DNS
2048,6,80,48018,HTTP
2048,6,80,54014,HTTP
2048,6,80,54010,HTTP
2048,17,53,39095,DNS
2048,17,53,50918,DNS
2048,6,80,48010,HTTP
2048,6,37062,80,HTTP
2048,6,45276,443,HTTP
2048,6,58034,443,HTTP
2048,6,443,48046,HTTP
2048,6,443,48052,HTTP
2048,6,443,48044,HTTP
2048,6,443,48058,HTTP
2048,6,45282,443,HTTP
2048,6,443,48060,HTTP
2048,6,443,48074,HTTP
2048,6,443,48100,HTTP
2048,6,443,48084,HTTP
2048,6,443,48108,HTTP
2048,6,443,48122,HTTP
2048,6,443,48132,HTTP
2048,6,443,41598,HTTP
2048,6,45410,443,HTTP
2048,6,45180,443,HTTP
2048,6,443,48138,HTTP
2048,6,443,41586,HTTP
2048,6,45422,443,HTTP
2048,6,45192,443,HTTP
2048,6,43996,443,HTTP
2048,6,44012,443,HTTP
2048,6,56086,443,HTTP
2048,6,443,45276,HTTP
2048,6,443,45410,HTTP
2048,6,443,45282,HTTP
2048,6,443,45180,HTTP
2048,6,443,45192,HTTP
2048,17,39614,53,DNS
2048,6,37060,80,HTTP
2048,6,54920,80,HTTP
2048,17,35059,53,DNS
2048,6,44624,443,HTTP
2048,6,59436,443,HTTP
2048,6,41222,443,HTTP
2048,6,80,37062,HTTP
2048,6,443,45180,HTTP
2048,6,443,45410,HTTP
2048,6,56098,443,HTTP
2048,6,44028,443,HTTP
2048,6,44026,443,HTTP
2048,6,59438,443,HTTP
2048,6,41232,443,HTTP
2048,6,443,58034,HTTP
2048,6,443,56086,HTTP
2048,6,443,43996,HTTP
2048,6,443,44012,HTTP
2048,6,443,45282,HTTP
2048,6,443,45422,HTTP
2048,6,443,45192,HTTP
2048,6,443,59436,HTTP
2048,6,443,59438,HTTP
2048,6,80,54920,HTTP
2048,6,443,44624,HTTP
2048,17,53,39614,DNS
2048,17,53,35059,DNS
2048,17,48116,53,DNS
2048,17,45544,53,DNS
2048,6,53270,443,HTTP
2048,6,54936,80,HTTP
2048,6,46572,443,HTTP
2048,6,80,37060,HTTP
2048,6,443,44026,HTTP
2048,6,443,44028,HTTP
2048,6,35920,443,HTTP
2048,6,34154,443,HTTP
2048,6,45204,443,HTTP
2048,6,443,41222,HTTP
2048,6,443,56098,HTTP
2048,6,443,41232,HTTP
2048,6,38464,443,HTTP
2048,6,53710,443,HTTP
2048,6,59572,443,HTTP
2048,6,45198,443,HTTP
2048,17,53,48116,DNS
2048,6,57596,443,HTTP
2048,17,53,48116,DNS
2048,17,53,45544,DNS
2048,17,53,45544,DNS
2048,6,80,54936,HTTP
2048,6,443,46572,HTTP
2048,6,443,53270,HTTP
2048,17,57482,53,DNS
2048,6,59228,80,HTTP
2048,6,40354,80,HTTP
2048,6,54942,80,HTTP
2048,6,57608,443,HTTP
2048,6,443,35920,HTTP
2048,6,443,38464,HTTP
2048,6,443,34154,HTTP
2048,6,443,57596,HTTP
2048,6,443,45204,HTTP
2048,6,45424,443,HTTP
2048,6,443,45198,HTTP
2048,6,443,53710,HTTP
2048,6,443,59572,HTTP
2048,17,53,57482,DNS
2048,17,53,57482,DNS
2048,6,80,54942,HTTP
2048,6,80,40354,HTTP
2048,6,80,59228,HTTP
2048,17,38558,53,DNS
2048,6,41238,443,HTTP
2048,6,57620,80,HTTP
2048,6,57612,80,HTTP
2048,17,57627,53,DNS
2048,6,48010,80,HTTP
2048,6,45434,443,HTTP
2048,6,57670,80,HTTP
2048,6,57660,80,HTTP
2048,6,43268,443,HTTP
2048,6,38712,443,HTTP
2048,6,443,57608,HTTP
2048,6,443,45424,HTTP
2048,6,80,57612,HTTP
2048,6,80,57620,HTTP
2048,6,443,45434,HTTP
2048,17,53,38558,DNS
2048,17,53,38558,DNS
2048,17,53,57627,DNS
2048,6,48018,80,HTTP
2048,6,54014,80,HTTP
2048,6,443,45434,HTTP
2048,6,80,57660,HTTP
2048,6,39412,443,HTTP
2048,6,54092,443,HTTP
2048,6,54096,443,HTTP
2048,6,443,38712,HTTP
2048,6,80,57612,HTTP
2048,6,80,57620,HTTP
2048,6,443,41238,HTTP
2048,6,80,57670,HTTP
2048,6,443,43268,HTTP
2048,6,54366,443,HTTP
2048,6,443,39412,HTTP
2048,6,80,48018,HTTP
2048,6,80,54014,HTTP
2048,6,37062,80,HTTP
2048,17,37026,53,DNS
2048,6,41568,443,HTTP
2048,6,33816,443,HTTP
2048,6,54382,443,HTTP
2048,6,52520,443,HTTP
2048,6,39564,443,HTTP
2048,6,443,54092,HTTP
2048,6,443,54096,HTTP
2048,6,443,54366,HTTP
2048,17,53,37026,DNS
2048,6,443,41568,HTTP
2048,17,53,37026,DNS
2048,6,443,54382,HTTP
2048,6,443,39564,HTTP
2048,6,443,41568,HTTP
2048,6,57976,80,HTTP
2048,6,57980,80,HTTP
2048,6,47848,443,HTTP
2048,6,33932,443,HTTP
2048,6,46756,443,HTTP
2048,6,44972,443,HTTP
2048,6,80,37062,HTTP
2048,6,44576,443,HTTP
2048,6,443,39564,HTTP
2048,6,443,52520,HTTP
2048,6,46936,443,HTTP
2048,6,443,44972,HTTP
2048,6,80,57976,HTTP
2048,6,80,57980,HTTP
2048,6,443,33932,HTTP
2048,17,33915,53,DNS
2048,6,53270,443,HTTP
2048,6,44496,443,HTTP
2048,6,22,38854,SSH
2048,17,57311,53,DNS
2048,17,34613,53,DNS
2048,6,52550,443,HTTP
2048,17,42653,53,DNS
2048,17,41937,53,DNS
2048,6,443,46756,HTTP
2048,6,443,47848,HTTP
2048,6,443,35588,HTTP
2048,6,41152,443,HTTP
2048,6,443,44576,HTTP
2048,17,53,33915,DNS
2048,17,53,33915,DNS
2048,6,38854,22,SSH
2048,6,443,44496,HTTP
2048,17,53,42653,DNS
2048,6,443,52550,HTTP
2048,17,53,57311,DNS
2048,6,443,53270,HTTP
2048,17,53,41937,DNS
2048,6,59228,80,HTTP
2048,6,54946,80,HTTP
2048,6,46934,443,HTTP
2048,6,35588,443,HTTP
2048,17,53,34613,DNS
2048,6,443,41152,HTTP
2048,6,56690,443,HTTP
2048,6,43172,443,HTTP
2048,6,43188,443,HTTP
2048,6,34526,443,HTTP
2048,6,80,54946,HTTP
2048,6,80,59228,HTTP
2048,6,443,41238,HTTP
2048,6,47838,443,HTTP
2048,6,34526,443,HTTP
2048,6,54010,80,HTTP
2048,6,34532,443,HTTP
2048,6,43204,443,HTTP
2048,6,56692,443,HTTP
2048,6,443,56690,HTTP
2048,6,443,43172,HTTP
2048,6,443,43188,HTTP
2048,6,56232,443,HTTP
2048,6,443,56232,HTTP
2048,6,443,47838,HTTP
2048,6,443,47838,HTTP
2048,6,80,54010,HTTP
2048,6,40594,443,HTTP
2048,6,48018,80,HTTP
2048,6,38024,443,HTTP
2048,6,44022,443,HTTP
2048,17,41530,53,DNS
2048,6,37060,80,HTTP
2048,6,443,56692,HTTP
2048,6,443,34526,HTTP
2048,6,443,34532,HTTP
2048,6,443,43204,HTTP
2048,6,443,40594,HTTP
2048,17,53,41530,DNS
2048,17,53,41530,DNS
2048,6,443,38024,HTTP
2048,17,49201,53,DNS
2048,6,80,48018,HTTP
2048,6,443,44022,HTTP
2048,6,41222,443,HTTP
2048,6,34294,443,HTTP
2048,6,80,37060,HTTP
2048,6,443,40594,HTTP
2048,17,53,49201,DNS
2048,17,53,49201,DNS
2048,6,443,41222,HTTP
2048,17,51084,53,DNS
2048,17,49370,53,DNS
2048,17,55896,53,DNS
2048,17,35542,53,DNS
2048,17,58951,53,DNS
2048,17,51694,53,DNS
2048,17,41724,53,DNS
2048,6,443,54092,HTTP
2048,6,49654,8080,STREAMING
2048,17,54229,53,DNS
2048,6,39790,80,HTTP
2048,6,39798,80,HTTP
2048,6,443,34294,HTTP
2048,17,53,51084,DNS
2048,17,53,49370,DNS
2048,17,53,51084,DNS
2048,17,53,49370,DNS
2048,17,53,54229,DNS
2048,6,8080,49654,STREAMING
2048,17,53,55896,DNS
2048,17,53,51694,DNS
2048,17,53,35542,DNS
2048,17,53,58951,DNS
2048,17,53,41724,DNS
2048,6,53270,443,HTTP
2048,6,54092,443,HTTP
2048,6,39812,80,HTTP
2048,6,39810,80,HTTP
2048,6,443,57596,HTTP
2048,17,54958,53,DNS
2048,17,39030,53,DNS
2048,6,49328,443,HTTP
2048,6,80,39798,HTTP
2048,6,80,39790,HTTP
2048,6,443,53270,HTTP
2048,6,54946,80,HTTP
2048,6,41238,443,HTTP
2048,6,49328,443,HTTP
2048,6,50842,443,HTTP
2048,6,50240,443,HTTP
2048,6,32902,443,HTTP
2048,6,36840,443,HTTP
2048,6,36834,443,HTTP
2048,6,36818,443,HTTP
2048,6,36810,443,HTTP
2048,6,58266,443,HTTP
2048,6,443,43188,HTTP
2048,6,49334,443,HTTP
2048,6,50846,443,HTTP
2048,6,50254,443,HTTP
2048,6,32918,443,HTTP
2048,6,36876,443,HTTP
2048,6,36872,443,HTTP
2048,6,36860,443,HTTP
2048,6,36852,443,HTTP
2048,6,58276,443,HTTP
2048,6,34460,443,HTTP
2048,6,80,39812,HTTP
2048,6,34476,443,HTTP
2048,6,80,39810,HTTP
2048,6,57596,443,HTTP
2048,17,53,54958,DNS
2048,17,53,39030,DNS
2048,6,443,49328,HTTP
2048,6,443,58266,HTTP
2048,6,45764,443,HTTP
2048,6,443,49334,HTTP
2048,17,47712,53,DNS
2048,6,80,54946,HTTP
2048,6,54010,80,HTTP
2048,6,443,58266,HTTP
2048,6,443,49334,HTTP
2048,6,443,58276,HTTP
2048,6,45764,443,HTTP
2048,6,33238,443,HTTP
2048,6,45778,443,HTTP
2048,6,33240,443,HTTP
2048,6,443,32902,HTTP
2048,6,443,36810,HTTP
2048,6,443,36840,HTTP
2048,6,443,36818,HTTP
2048,6,443,36834,HTTP
2048,6,443,50240,HTTP
2048,6,443,50842,HTTP
2048,6,443,32918,HTTP
2048,6,443,36872,HTTP
2048,6,443,36876,HTTP
2048,6,443,36852,HTTP
2048,6,443,36860,HTTP
2048,6,443,50254,HTTP
2048,6,443,50846,HTTP
2048,6,443,41238,HTTP
2048,6,443,34460,HTTP
2048,6,443,45764,HTTP
2048,6,443,34476,HTTP
2048,6,443,33238,HTTP
2048,17,53,47712,DNS
2048,6,80,54010,HTTP
2048,17,53774,53,DNS
2048,17,45904,53,DNS
2048,17,54734,53,DNS
2048,17,60261,53,DNS
2048,17,40158,53,DNS
2048,17,37072,53,DNS
2048,17,52608,53,DNS
2048,6,42264,80,HTTP
2048,6,42592,443,HTTP
2048,6,42588,443,HTTP
2048,6,42572,443,HTTP
2048,6,42270,80,HTTP
2048,6,42614,443,HTTP
2048,6,42612,443,HTTP
2048,6,42606,443,HTTP
2048,6,443,45764,HTTP
2048,6,443,45778,HTTP
2048,6,443,60594,HTTP
2048,6,38484,443,HTTP
2048,6,38488,443,HTTP
2048,6,443,33238,HTTP
2048,6,443,33240,HTTP
2048,17,42385,53,DNS
2048,17,42385,53,DNS
2048,6,443,42592,HTTP
2048,6,443,42592,HTTP
2048,6,443,42588,HTTP
2048,6,443,42572,HTTP
2048,6,443,42612,HTTP
2048,6,443,42614,HTTP
2048,17,53,40158,DNS
2048,17,53,53774,DNS
2048,6,443,42606,HTTP
2048,17,53,54734,DNS
2048,17,53,52608,DNS
2048,17,53,45904,DNS
2048,6,37602,443,HTTP
2048,6,37060,80,HTTP
2048,6,80,42264,HTTP
2048,6,80,42270,HTTP
2048,6,58904,443,HTTP
2048,17,53,37072,DNS
2048,6,41136,443,HTTP
2048,6,57012,443,HTTP
2048,6,443,38484,HTTP
2048,6,443,38488,HTTP
2048,6,56456,443,HTTP
2048,6,41128,443,HTTP
2048,17,53,60261,DNS
2048,6,60594,443,HTTP
2048,17,53,42385,DNS
2048,17,53,42385,DNS
2048,17,47768,53,DNS
2048,17,47768,53,DNS
2048,17,38887,53,DNS
2048,17,48496,53,DNS
2048,6,443,58904,HTTP
2048,6,80,37060,HTTP
2048,6,43124,443,HTTP
2048,6,44736,443,HTTP
2048,6,38732,443,HTTP
2048,6,38724,443,HTTP
2048,6,38714,443,HTTP
2048,6,38702,443,HTTP
2048,6,44446,443,HTTP
2048,6,48696,443,HTTP
2048,6,39122,443,HTTP
2048,6,40912,443,HTTP
2048,6,40918,443,HTTP
2048,6,44452,443,HTTP
2048,6,48698,443,HTTP
2048,6,39126,443,HTTP
2048,6,43138,443,HTTP
2048,6,44740,443,HTTP
2048,6,38760,443,HTTP
2048,6,38748,443,HTTP
2048,6,38746,443,HTTP
2048,6,38738,443,HTTP
2048,6,443,57012,HTTP
2048,6,53856,443,HTTP
2048,6,443,41128,HTTP
2048,6,443,37602,HTTP
2048,6,443,41136,HTTP
2048,6,443,56456,HTTP
2048,6,53850,443,HTTP
2048,6,53854,443,HTTP
2048,17,53,47768,DNS
2048,17,53,38887,DNS
2048,6,443,58904,HTTP
2048,17,60406,53,DNS
2048,6,443,39122,HTTP
2048,6,443,39126,HTTP
2048,6,43188,443,HTTP
2048,6,443,40912,HTTP
2048,6,443,38746,HTTP
2048,6,443,38760,HTTP
2048,6,443,38748,HTTP
2048,6,443,38738,HTTP
2048,6,443,40918,HTTP
2048,6,53870,443,HTTP
2048,6,53858,443,HTTP
2048,6,443,44736,HTTP
2048,6,443,48696,HTTP
2048,6,443,43124,HTTP
2048,6,443,48698,HTTP
2048,6,443,44446,HTTP
2048,6,443,44740,HTTP
2048,6,443,43138,HTTP
2048,6,443,44452,HTTP
2048,6,443,53856,HTTP
2048,6,443,38702,HTTP
2048,17,53,47768,DNS
2048,17,53,38887,DNS
2048,17,53,48496,DNS
2048,6,443,38714,HTTP
2048,6,443,38732,HTTP
2048,6,443,38724,HTTP
2048,6,37394,443,HTTP
2048,6,443,53854,HTTP
2048,6,443,53850,HTTP
2048,6,38638,443,HTTP
2048,6,39606,80,HTTP
2048,6,39626,80,HTTP
2048,6,39610,80,HTTP
2048,6,39630,80,HTTP
2048,17,53100,53,DNS
2048,17,38942,53,DNS
2048,17,55587,53,DNS
2048,6,443,43188,HTTP
2048,17,36172,53,DNS
2048,17,37644,53,DNS
2048,17,48439,53,DNS
2048,6,39638,80,HTTP
2048,6,39630,80,HTTP
2048,6,39626,80,HTTP
2048,6,39610,80,HTTP
2048,6,39606,80,HTTP
2048,6,38650,443,HTTP
2048,6,37062,80,HTTP
2048,6,48010,80,HTTP
2048,6,46414,443,HTTP
2048,6,38664,443,HTTP
2048,6,38652,443,HTTP
2048,6,37404,443,HTTP
2048,6,38678,443,HTTP
2048,6,44624,443,HTTP
2048,6,46416,443,HTTP
2048,6,38680,443,HTTP
2048,17,60598,53,DNS
2048,6,443,53870,HTTP
2048,6,443,53858,HTTP
2048,6,54010,80,HTTP
2048,6,443,37394,HTTP
2048,17,53,60406,DNS
2048,6,443,38638,HTTP
2048,17,53,38942,DNS
2048,17,53,53100,DNS
2048,17,53,53100,DNS
2048,17,53,38942,DNS
2048,17,53,55587,DNS
2048,17,53,36172,DNS
2048,17,49628,53,DNS
2048,17,53,48439,DNS
2048,17,53,37644,DNS
2048,6,80,48010,HTTP
2048,6,443,44624,HTTP
2048,6,80,54010,HTTP
2048,17,53,60598,DNS
2048,6,443,46414,HTTP
2048,6,36094,443,HTTP
2048,6,36088,443,HTTP
2048,6,36076,443,HTTP
2048,6,443,38652,HTTP
2048,6,443,38650,HTTP
2048,6,443,38664,HTTP
2048,6,443,38678,HTTP
2048,6,443,38680,HTTP
2048,6,443,46416,HTTP
2048,6,36118,443,HTTP
2048,6,36108,443,HTTP
2048,6,36106,443,HTTP
2048,6,37812,443,HTTP
2048,6,37828,443,HTTP
2048,17,36785,443,HTTP
2048,6,80,39638,HTTP
2048,6,80,39606,HTTP
2048,6,80,39626,HTTP
2048,6,80,39610,HTTP
2048,6,80,39630,HTTP
2048,6,80,37062,HTTP
2048,6,34154,443,HTTP
2048,6,443,37404,HTTP
2048,17,57096,53,DNS
2048,17,47505,53,DNS
2048,6,49800,80,HTTP
2048,17,35448,53,DNS
2048,6,36690,443,HTTP
2048,17,34092,53,DNS
2048,17,53,49628,DNS
2048,17,54965,53,DNS
2048,17,52037,53,DNS
2048,17,53,57096,DNS
2048,6,443,37812,HTTP
2048,6,39690,80,HTTP
2048,6,39688,80,HTTP
2048,6,39672,80,HTTP
2048,6,39658,80,HTTP
2048,6,39650,80,HTTP
2048,6,36690,443,HTTP
2048,6,45814,443,HTTP
2048,6,35620,80,HTTP
2048,6,35606,80,HTTP
2048,6,57766,443,HTTP
2048,6,443,37828,HTTP
2048,6,46420,443,HTTP
2048,6,57782,443,HTTP
2048,6,36702,443,HTTP
2048,6,45820,443,HTTP
2048,6,46424,443,HTTP
2048,6,443,36094,HTTP
2048,6,443,36076,HTTP
2048,6,443,36088,HTTP
2048,6,443,36106,HTTP
2048,6,443,36118,HTTP
2048,6,443,36108,HTTP
2048,6,443,34154,HTTP
2048,17,53,47505,DNS
2048,17,53,35448,DNS
2048,6,80,49800,HTTP
2048,6,443,36690,HTTP
2048,6,443,57766,HTTP
2048,17,53,54965,DNS
2048,17,53,52037,DNS
2048,6,443,57782,HTTP
2048,6,37060,80,HTTP
2048,17,54096,53,DNS
2048,6,443,45814,HTTP
2048,6,443,46420,HTTP
2048,6,443,45820,HTTP
2048,6,38502,443,HTTP
2048,6,40682,443,HTTP
2048,6,34374,443,HTTP
2048,6,443,46424,HTTP
2048,6,38712,443,HTTP
2048,6,34390,443,HTTP
2048,6,50280,443,HTTP
2048,6,50274,443,HTTP
2048,6,50262,443,HTTP
2048,6,50254,443,HTTP
2048,6,50244,443,HTTP
2048,6,50234,443,HTTP
2048,6,38514,443,HTTP
2048,6,40692,443,HTTP
2048,6,50334,443,HTTP
2048,6,50322,443,HTTP
2048,6,50316,443,HTTP
2048,6,50312,443,HTTP
2048,6,50298,443,HTTP
2048,6,50292,443,HTTP
2048,6,443,36690,HTTP
2048,6,80,39690,HTTP
2048,6,80,35620,HTTP
2048,6,80,35606,HTTP
2048,6,80,39658,HTTP
2048,6,80,39650,HTTP
2048,6,80,39688,HTTP
2048,6,80,39672,HTTP
2048,6,443,36702,HTTP
2048,6,45276,443,HTTP
2048,17,53,34092,DNS
2048,6,47498,80,HTTP
2048,6,47512,80,HTTP
2048,6,443,38502,HTTP
2048,17,53,54096,DNS
2048,17,36960,53,DNS
2048,6,80,37060,HTTP
2048,6,39412,443,HTTP
2048,6,443,34390,HTTP
2048,6,59736,443,HTTP
2048,6,443,38502,HTTP
2048,6,443,40682,HTTP
2048,6,35062,443,HTTP
2048,6,59738,443,HTTP
2048,6,35064,443,HTTP
2048,6,58034,443,HTTP
2048,6,59438,443,HTTP
2048,6,48060,443,HTTP
2048,6,45180,443,HTTP
2048,6,443,38712,HTTP
2048,6,443,38514,HTTP
2048,6,443,40692,HTTP
2048,6,443,50280,HTTP
2048,6,443,50244,HTTP
2048,6,443,50254,HTTP
2048,6,443,50234,HTTP
2048,6,443,50274,HTTP
2048,6,443,50262,HTTP
2048,6,443,50334,HTTP
2048,6,443,50292,HTTP
2048,6,443,50312,HTTP
2048,6,443,50316,HTTP
2048,6,443,50322,HTTP
2048,6,443,50298,HTTP
2048,6,443,45276,HTTP
2048,6,443,34374,HTTP
2048,17,53,54096,DNS
2048,6,80,47498,HTTP
2048,6,80,47512,HTTP
2048,6,44012,443,HTTP
2048,6,43188,443,HTTP
2048,17,53,36960,DNS
2048,6,443,45180,HTTP
2048,6,443,48060,HTTP
2048,6,443,39412,HTTP
2048,6,443,35062,HTTP
2048,17,56239,53,DNS
2048,17,33863,53,DNS
2048,6,443,35064,HTTP
2048,6,41568,443,HTTP
2048,6,80,57620,HTTP
2048,6,80,57612,HTTP
2048,6,44012,443,HTTP
2048,6,443,59438,HTTP
2048,6,443,58034,HTTP
2048,17,59916,443,HTTP
2048,6,443,59736,HTTP
2048,6,443,59738,HTTP
2048,6,60764,443,HTTP
2048,6,37062,80,HTTP
2048,6,48010,80,HTTP
2048,6,54010,80,HTTP
2048,6,443,43188,HTTP
2048,17,53,33863,DNS
2048,17,53,56239,DNS
2048,6,39790,80,HTTP
2048,6,39798,80,HTTP
2048,6,46756,443,HTTP
2048,6,47848,443,HTTP
2048,6,33932,443,HTTP
2048,6,44972,443,HTTP
2048,6,60764,443,HTTP
2048,6,35066,443,HTTP
2048,6,60766,443,HTTP
2048,6,35076,443,HTTP
2048,6,35920,443,HTTP
2048,6,45198,443,HTTP
2048,6,45410,443,HTTP
2048,6,443,44012,HTTP
2048,6,443,41568,HTTP
2048,6,34780,443,HTTP
2048,6,39142,443,HTTP
2048,6,39148,443,HTTP
2048,6,443,47848,HTTP
2048,6,80,39790,HTTP
2048,6,80,39798,HTTP
2048,6,443,46756,HTTP
2048,6,443,46756,HTTP
2048,6,443,47848,HTTP
2048,6,443,44972,HTTP
2048,6,80,48010,HTTP
2048,6,80,54010,HTTP
2048,6,443,33932,HTTP
2048,6,443,45198,HTTP
2048,6,80,37062,HTTP
2048,6,443,35066,HTTP
2048,6,443,35076,HTTP
2048,6,44496,443,HTTP
2048,6,39162,443,HTTP
2048,6,39150,443,HTTP
2048,6,34794,443,HTTP
2048,6,443,60764,HTTP
2048,6,443,60766,HTTP
2048,6,443,34780,HTTP
2048,6,443,39148,HTTP
2048,6,443,39142,HTTP
2048,6,443,35920,HTTP
2048,6,443,45410,HTTP
2048,6,443,34794,HTTP
2048,6,443,44496,HTTP
2048,6,41152,443,HTTP
2048,6,35606,80,HTTP
2048,6,35620,80,HTTP
2048,6,51146,443,HTTP
2048,6,443,39150,HTTP
2048,6,443,39162,HTTP
2048,6,51160,443,HTTP
2048,17,41923,443,HTTP
2048,6,443,41152,HTTP
2048,6,80,35620,HTTP
2048,6,80,35606,HTTP
2048,6,443,51146,HTTP
2048,6,56232,443,HTTP
2048,6,443,51160,HTTP
2048,6,54366,443,HTTP
2048,6,80,39626,HTTP
2048,6,80,39606,HTTP
2048,6,80,39630,HTTP
2048,6,80,39638,HTTP
2048,6,80,39610,HTTP
2048,6,40594,443,HTTP
2048,6,51172,443,HTTP
2048,6,51178,443,HTTP
2048,6,57620,80,HTTP
2048,6,443,56232,HTTP
2048,6,443,54366,HTTP
2048,6,443,40594,HTTP
2048,6,34294,443,HTTP
2048,6,43188,443,HTTP
2048,6,54946,80,HTTP
2048,6,49800,80,HTTP
2048,6,443,51172,HTTP
2048,6,443,51178,HTTP
2048,6,37062,80,HTTP
2048,6,443,40594,HTTP
2048,6,39564,443,HTTP
2048,6,443,34294,HTTP
2048,6,80,49800,HTTP
2048,6,80,54946,HTTP
2048,6,443,43188,HTTP
2048,6,48010,80,HTTP
2048,6,39790,80,HTTP
2048,6,39798,80,HTTP
2048,6,54010,80,HTTP
2048,6,35782,443,HTTP
2048,6,35798,443,HTTP
2048,6,45814,443,HTTP
2048,17,39397,53,DNS
2048,6,443,39564,HTTP
2048,6,80,39798,HTTP
2048,6,80,39790,HTTP
2048,6,80,48010,HTTP
2048,6,80,54010,HTTP
2048,6,443,35798,HTTP
2048,6,443,35782,HTTP
2048,17,53,39397,DNS
2048,6,56690,443,HTTP
2048,6,45820,443,HTTP
2048,6,35606,80,HTTP
2048,6,35620,80,HTTP
2048,6,33172,443,HTTP
2048,6,35804,443,HTTP
2048,6,33188,443,HTTP
2048,6,35818,443,HTTP
2048,1,0,0,ICMP
2048,6,80,35606,HTTP
2048,6,80,35620,HTTP
2048,6,443,35818,HTTP
2048,6,39630,80,HTTP
2048,6,39610,80,HTTP
2048,6,39626,80,HTTP
2048,6,39638,80,HTTP
2048,6,39606,80,HTTP
2048,6,80,57620,HTTP
2048,6,443,56690,HTTP
2048,6,443,35804,HTTP
2048,6,443,33188,HTTP
2048,6,443,33172,HTTP
2048,6,80,39630,HTTP
2048,6,80,39626,HTTP
2048,6,80,39610,HTTP
2048,6,80,39638,HTTP
2048,6,80,39606,HTTP
2048,17,33044,53,DNS
2048,17,48582,53,DNS
2048,6,49654,8080,STREAMING
2048,6,50994,443,HTTP
2048,6,42258,80,HTTP
2048,6,51002,443,HTTP
2048,6,42268,80,HTTP
2048,6,58820,443,HTTP
2048,6,58832,443,HTTP
2048,17,53,33044,DNS
2048,17,53,48582,DNS
2048,6,8080,49654,STREAMING
2048,6,443,51002,HTTP
2048,6,54946,80,HTTP
2048,6,49800,80,HTTP
2048,6,43188,443,HTTP
2048,6,443,50994,HTTP
2048,6,80,42268,HTTP
2048,6,37602,443,HTTP
2048,6,443,58820,HTTP
2048,6,443,58832,HTTP
2048,6,80,42258,HTTP
2048,6,80,54946,HTTP
2048,6,80,49800,HTTP
2048,6,443,37602,HTTP
2048,6,443,43188,HTTP
2048,17,39528,53,DNS
2048,6,48010,80,HTTP
2048,6,39790,80,HTTP
2048,6,39798,80,HTTP
2048,6,57612,80,HTTP
2048,6,56456,443,HTTP
2048,6,443,59736,HTTP
2048,17,53,39528,DNS
2048,17,53,39528,DNS
2048,6,80,39790,HTTP
2048,6,80,57612,HTTP
2048,6,80,48010,HTTP
2048,6,32902,443,HTTP
2048,6,50240,443,HTTP
2048,6,49328,443,HTTP
2048,6,57738,443,HTTP
2048,6,80,39798,HTTP
2048,6,443,56456,HTTP
2048,6,57750,443,HTTP
2048,6,22,38854,SSH
2048,17,39312,53,DNS
2048,17,34453,53,DNS
2048,6,35606,80,HTTP
2048,6,57620,80,HTTP
2048,6,35620,80,HTTP
2048,6,58266,443,HTTP
2048,6,443,50240,HTTP
2048,6,443,49328,HTTP
2048,6,34526,443,HTTP
2048,6,33238,443,HTTP
2048,6,39148,443,HTTP
2048,6,443,32902,HTTP
2048,6,443,57738,HTTP
2048,6,38854,22,SSH
2048,6,443,57750,HTTP
2048,6,38854,22,SSH
2048,6,80,35606,HTTP
2048,17,53,39312,DNS
2048,6,80,35620,HTTP
2048,6,443,58266,HTTP
2048,17,53,39312,DNS
2048,6,80,57620,HTTP
2048,6,443,39148,HTTP
2048,6,443,33238,HTTP
2048,17,53,34453,DNS
2048,6,34476,443,HTTP
2048,6,45764,443,HTTP
2048,6,443,33172,HTTP
2048,6,39630,80,HTTP
2048,6,39610,80,HTTP
2048,6,39626,80,HTTP
2048,6,39638,80,HTTP
2048,6,39606,80,HTTP
2048,6,443,34526,HTTP
2048,6,443,58266,HTTP
2048,6,40968,443,HTTP
2048,6,33172,443,HTTP
2048,6,443,34476,HTTP
2048,6,443,45764,HTTP
2048,6,443,34476,HTTP
2048,6,80,39630,HTTP
2048,6,80,39610,HTTP
2048,6,80,39638,HTTP
2048,6,80,39626,HTTP
2048,6,80,39606,HTTP
2048,17,40123,53,DNS
2048,6,443,45764,HTTP
2048,6,443,40968,HTTP
2048,6,40970,443,HTTP
2048,6,443,57012,HTTP
2048,6,38488,443,HTTP
2048,6,50842,443,HTTP
2048,6,57012,443,HTTP
2048,6,58904,443,HTTP
2048,6,42592,443,HTTP
2048,6,443,58904,HTTP
2048,17,53,40123,DNS
2048,17,53,40123,DNS
2048,6,58904,443,HTTP
2048,6,443,40970,HTTP
2048,6,57012,443,HTTP
2048,17,60540,53,DNS
2048,17,44093,53,DNS
2048,17,51513,53,DNS
2048,6,54946,80,HTTP
2048,6,49800,80,HTTP
